url,type,state,verdict,lastCrawl
https://toolfaultfinder.com/tools/dewalt/dcf887/,fault-entry,"Submitted and indexed",PASS,2026-09-15T21:36:03Z
https://toolfaultfinder.com/tools/dewalt/dcn660/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:33:47Z
https://toolfaultfinder.com/tools/dewalt/dws774/,fault-entry,"Submitted and indexed",PASS,2026-09-03T14:40:58Z
https://toolfaultfinder.com/tools/dewalt/dws780/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:33:30Z
https://toolfaultfinder.com/tools/einhell/te-cd-18-li/,fault-entry,"Submitted and indexed",PASS,2026-07-12T19:51:47Z
https://toolfaultfinder.com/tools/karcher/,fault-entry,"Submitted and indexed",PASS,2026-09-16T18:19:25Z
https://toolfaultfinder.com/tools/karcher/k2/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:36:28Z
https://toolfaultfinder.com/tools/karcher/k4/,fault-entry,"Submitted and indexed",PASS,2026-09-03T14:29:37Z
https://toolfaultfinder.com/tools/karcher/k5/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:41:48Z
https://toolfaultfinder.com/tools/makita/,fault-entry,"Submitted and indexed",PASS,2026-08-29T20:12:48Z
https://toolfaultfinder.com/tools/makita/5704r/,fault-entry,"Submitted and indexed",PASS,2026-09-13T05:35:28Z
https://toolfaultfinder.com/tools/makita/dc18rc/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:33:21Z
https://toolfaultfinder.com/tools/makita/dlm380/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:39:00Z
https://toolfaultfinder.com/tools/makita/duc302/,fault-entry,"Submitted and indexed",PASS,2026-09-16T17:14:40Z
https://toolfaultfinder.com/tools/makita/hr2470/,fault-entry,"Discovered - currently not indexed",NEUTRAL,
https://toolfaultfinder.com/tools/makita/uc4041a/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:36:28Z
https://toolfaultfinder.com/tools/milwaukee/2606-20/,fault-entry,"Submitted and indexed",PASS,2026-09-08T16:07:50Z
https://toolfaultfinder.com/tools/numatic/hvr200/,fault-entry,"Submitted and indexed",PASS,2026-09-08T07:38:16Z
https://toolfaultfinder.com/tools/prusa/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:30:01Z
https://toolfaultfinder.com/tools/prusa/mini/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:36:09Z
https://toolfaultfinder.com/tools/prusa/mk3s/,fault-entry,"Submitted and indexed",PASS,2026-09-08T11:13:07Z
https://toolfaultfinder.com/tools/prusa/mk4/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:39:08Z
https://toolfaultfinder.com/tools/record-power/,fault-entry,"Submitted and indexed",PASS,2026-09-16T17:27:03Z
https://toolfaultfinder.com/tools/record-power/bs250/,fault-entry,"Submitted and indexed",PASS,2026-08-29T23:49:07Z
https://toolfaultfinder.com/tools/record-power/cl2/,fault-entry,"Submitted and indexed",PASS,2026-09-16T17:28:52Z
https://toolfaultfinder.com/tools/record-power/cl3/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:37:15Z
https://toolfaultfinder.com/tools/record-power/dml305/,fault-entry,"Submitted and indexed",PASS,2026-09-16T17:29:54Z
https://toolfaultfinder.com/tools/record-power/pt260/,fault-entry,"Submitted and indexed",PASS,2026-09-16T17:29:49Z
https://toolfaultfinder.com/tools/ryobi/one-18v/,fault-entry,"Submitted and indexed",PASS,2026-08-18T17:58:33Z
https://toolfaultfinder.com/tools/stihl/ms-250/,fault-entry,"Submitted and indexed",PASS,2026-09-14T05:35:00Z
https://toolfaultfinder.com/tools/triton/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:33:50Z
https://toolfaultfinder.com/tools/triton/tpt125/,fault-entry,"Submitted and indexed",PASS,2026-09-14T15:14:46Z
https://toolfaultfinder.com/tools/triton/tra001/,fault-entry,"Submitted and indexed",PASS,2026-09-16T14:39:12Z
